rule_name,osm_id,osm_reference_element,source,time_stamp,metadata
node_amenity_tag_check,763454606,node,osm,2023-02-08T13:27:45.704421,
node_amenity_tag_check,763515724,node,osm,2023-02-08T13:27:45.772551,
node_amenity_tag_check,763552032,node,osm,2023-02-08T13:27:45.812625,
node_amenity_tag_check,763552134,node,osm,2023-02-08T13:27:45.813113,
node_amenity_tag_check,772561104,node,osm,2023-02-08T13:27:45.890636,
food_cuisine_check,789623167,node,osm,2023-02-08T13:27:45.936881,
food_cuisine_check,789630715,node,osm,2023-02-08T13:27:45.942419,
food_cuisine_check,811226430,node,osm,2023-02-08T13:27:46.250753,
food_cuisine_check,831251526,node,osm,2023-02-08T13:27:46.366052,
food_cuisine_check,831253313,node,osm,2023-02-08T13:27:46.366659,
node_amenity_tag_check,865771729,node,osm,2023-02-08T13:27:46.466724,
node_amenity_tag_check,870317564,node,osm,2023-02-08T13:27:46.473144,
food_cuisine_check,871483312,node,osm,2023-02-08T13:27:46.474503,
food_cuisine_check,871497176,node,osm,2023-02-08T13:27:46.481412,
food_cuisine_check,936411065,node,osm,2023-02-08T13:27:46.517427,
food_cuisine_check,936411462,node,osm,2023-02-08T13:27:46.518144,
node_amenity_tag_check,1011184850,node,osm,2023-02-08T13:27:46.526635,
food_cuisine_check,1011184907,node,osm,2023-02-08T13:27:46.529448,
food_cuisine_check,1011184945,node,osm,2023-02-08T13:27:46.530323,
node_amenity_tag_check,1054638337,node,osm,2023-02-08T13:27:46.623169,
node_amenity_tag_check,1054640402,node,osm,2023-02-08T13:27:46.623972,
food_cuisine_check,1065031995,node,osm,2023-02-08T13:27:46.679422,
food_cuisine_check,1065057155,node,osm,2023-02-08T13:27:46.820760,
food_cuisine_check,1065859943,node,osm,2023-02-08T13:27:46.964036,
food_cuisine_check,1157298290,node,osm,2023-02-08T13:27:47.206670,
node_amenity_tag_check,1197094605,node,osm,2023-02-08T13:27:47.265603,
node_amenity_tag_check,1211826817,node,osm,2023-02-08T13:27:47.268722,
node_amenity_tag_check,1214683436,node,osm,2023-02-08T13:27:47.300687,
food_cuisine_check,1223055583,node,osm,2023-02-08T13:27:47.473750,
node_amenity_tag_check,1223057795,node,osm,2023-02-08T13:27:47.486219,
node_amenity_tag_check,1223950732,node,osm,2023-02-08T13:27:47.525777,
node_amenity_tag_check,1225158550,node,osm,2023-02-08T13:27:47.813089,
node_amenity_tag_check,1271226863,node,osm,2023-02-08T13:27:48.838599,
food_cuisine_check,1271226865,node,osm,2023-02-08T13:27:48.839589,
node_amenity_tag_check,1271226873,node,osm,2023-02-08T13:27:48.840657,
node_amenity_tag_check,1280229564,node,osm,2023-02-08T13:27:48.864836,
node_amenity_tag_check,1305056479,node,osm,2023-02-08T13:27:48.924501,
node_amenity_tag_check,1309316771,node,osm,2023-02-08T13:27:48.927936,
food_cuisine_check,1429379273,node,osm,2023-02-08T13:27:49.756248,
food_cuisine_check,1432888998,node,osm,2023-02-08T13:27:49.778432,
node_amenity_tag_check,1438536149,node,osm,2023-02-08T13:27:49.787931,
invalid_phone_number,1532852999,node,osm,2023-02-08T13:27:50.088489,+9102067225957
food_cuisine_check,1597826957,node,osm,2023-02-08T13:27:50.191580,
node_amenity_tag_check,1599558288,node,osm,2023-02-08T13:27:50.192773,
food_cuisine_check,1651542424,node,osm,2023-02-08T13:27:50.446184,
node_amenity_tag_check,1666806107,node,osm,2023-02-08T13:27:50.468829,
node_amenity_tag_check,1672318104,node,osm,2023-02-08T13:27:50.481757,
node_amenity_tag_check,1672318106,node,osm,2023-02-08T13:27:50.482661,
node_amenity_tag_check,1672318119,node,osm,2023-02-08T13:27:50.483202,
node_amenity_tag_check,1672318121,node,osm,2023-02-08T13:27:50.483703,
food_cuisine_check,1705497142,node,osm,2023-02-08T13:27:50.939643,
food_cuisine_check,1706553325,node,osm,2023-02-08T13:27:50.970940,
food_cuisine_check,1709944510,node,osm,2023-02-08T13:27:50.975145,
node_amenity_tag_check,1709944514,node,osm,2023-02-08T13:27:50.975687,
food_cuisine_check,1709944517,node,osm,2023-02-08T13:27:50.976396,
food_cuisine_check,1710015241,node,osm,2023-02-08T13:27:50.977335,
food_cuisine_check,1710015243,node,osm,2023-02-08T13:27:50.977838,
food_cuisine_check,1720374434,node,osm,2023-02-08T13:27:51.091277,
food_cuisine_check,1725218626,node,osm,2023-02-08T13:27:51.148679,
food_cuisine_check,1730061011,node,osm,2023-02-08T13:27:51.153081,
food_cuisine_check,1737337055,node,osm,2023-02-08T13:27:51.168291,
food_cuisine_check,1738338368,node,osm,2023-02-08T13:27:51.171029,
node_amenity_tag_check,1743974598,node,osm,2023-02-08T13:27:51.172539,
node_amenity_tag_check,1743974616,node,osm,2023-02-08T13:27:51.173072,
food_cuisine_check,1751252787,node,osm,2023-02-08T13:27:51.175754,
food_cuisine_check,1792866642,node,osm,2023-02-08T13:27:51.390401,
food_cuisine_check,1796901377,node,osm,2023-02-08T13:27:51.424643,
food_cuisine_check,1800033826,node,osm,2023-02-08T13:27:51.483408,
node_amenity_tag_check,1807637657,node,osm,2023-02-08T13:27:51.596854,
food_cuisine_check,1807637657,node,osm,2023-02-08T13:27:51.597486,
food_cuisine_check,1827287456,node,osm,2023-02-08T13:27:51.610545,
food_cuisine_check,1838689879,node,osm,2023-02-08T13:27:51.675634,
node_amenity_tag_check,1839836679,node,osm,2023-02-08T13:27:51.713397,
node_amenity_tag_check,1839836680,node,osm,2023-02-08T13:27:51.713868,
node_amenity_tag_check,1839836681,node,osm,2023-02-08T13:27:51.714300,
node_amenity_tag_check,1840883786,node,osm,2023-02-08T13:27:51.717184,
node_amenity_tag_check,1840883788,node,osm,2023-02-08T13:27:51.717662,
node_amenity_tag_check,1841515318,node,osm,2023-02-08T13:27:51.740719,
food_cuisine_check,1846908244,node,osm,2023-02-08T13:27:51.761016,
food_cuisine_check,1852465881,node,osm,2023-02-08T13:27:51.770435,
node_amenity_tag_check,2045664305,node,osm,2023-02-08T13:27:52.994225,
node_amenity_tag_check,2183543082,node,osm,2023-02-08T13:27:54.632942,
node_amenity_tag_check,2237582149,node,osm,2023-02-08T13:27:56.708674,
node_amenity_tag_check,2270799516,node,osm,2023-02-08T13:27:59.168378,
node_amenity_tag_check,2270799525,node,osm,2023-02-08T13:27:59.170867,
node_amenity_tag_check,2273608876,node,osm,2023-02-08T13:27:59.235754,
node_amenity_tag_check,2280623509,node,osm,2023-02-08T13:28:00.722530,
food_cuisine_check,2287057549,node,osm,2023-02-08T13:28:04.506150,
node_amenity_tag_check,2358247595,node,osm,2023-02-08T13:28:10.312248,
node_amenity_tag_check,2365553032,node,osm,2023-02-08T13:28:10.340215,
food_cuisine_check,2383922172,node,osm,2023-02-08T13:28:10.587294,
food_cuisine_check,2410718622,node,osm,2023-02-08T13:28:10.779952,
food_cuisine_check,2410718631,node,osm,2023-02-08T13:28:10.781912,
food_cuisine_check,2512756389,node,osm,2023-02-08T13:28:13.827047,
food_cuisine_check,2550695930,node,osm,2023-02-08T13:28:14.908684,
invalid_phone_number,2561173076,node,osm,2023-02-08T13:28:15.798641,18602100000
food_cuisine_check,2566241274,node,osm,2023-02-08T13:28:15.985535,
food_cuisine_check,2566664351,node,osm,2023-02-08T13:28:16.174204,
invalid_phone_number,2593800374,node,osm,2023-02-08T13:28:16.770516,yes
food_cuisine_check,2604377957,node,osm,2023-02-08T13:28:16.937011,
node_amenity_tag_check,2618478651,node,osm,2023-02-08T13:28:17.194227,
node_amenity_tag_check,2618478723,node,osm,2023-02-08T13:28:17.211779,
node_amenity_tag_check,2645914441,node,osm,2023-02-08T13:28:18.110865,
node_amenity_tag_check,2684626597,node,osm,2023-02-08T13:28:18.560637,
food_cuisine_check,2787974574,node,osm,2023-02-08T13:28:19.553163,
node_amenity_tag_check,2801208425,node,osm,2023-02-08T13:28:19.610253,
node_amenity_tag_check,2801208426,node,osm,2023-02-08T13:28:19.610798,
node_amenity_tag_check,2801208468,node,osm,2023-02-08T13:28:19.621088,
food_cuisine_check,2801569152,node,osm,2023-02-08T13:28:19.632307,
food_cuisine_check,2827466758,node,osm,2023-02-08T13:28:19.667293,
food_cuisine_check,2827467019,node,osm,2023-02-08T13:28:19.682408,
node_amenity_tag_check,2852763593,node,osm,2023-02-08T13:28:21.207859,
node_amenity_tag_check,2852763594,node,osm,2023-02-08T13:28:21.208465,
node_amenity_tag_check,2858176071,node,osm,2023-02-08T13:28:21.794240,
node_amenity_tag_check,2858176215,node,osm,2023-02-08T13:28:21.805246,
node_amenity_tag_check,2859985577,node,osm,2023-02-08T13:28:21.898894,
food_cuisine_check,2929239713,node,osm,2023-02-08T13:28:22.213268,
food_cuisine_check,2929239721,node,osm,2023-02-08T13:28:22.216003,
node_amenity_tag_check,2935676190,node,osm,2023-02-08T13:28:22.245178,
node_amenity_tag_check,2935676320,node,osm,2023-02-08T13:28:22.253564,
food_cuisine_check,2939229811,node,osm,2023-02-08T13:28:22.285338,
node_amenity_tag_check,2939229812,node,osm,2023-02-08T13:28:22.285686,
food_cuisine_check,2940513803,node,osm,2023-02-08T13:28:22.445069,
food_cuisine_check,2955707706,node,osm,2023-02-08T13:28:23.147740,
node_amenity_tag_check,2973194455,node,osm,2023-02-08T13:28:23.363183,
food_cuisine_check,3129346152,node,osm,2023-02-08T13:28:24.957045,
node_amenity_tag_check,3237420359,node,osm,2023-02-08T13:28:25.134843,
node_amenity_tag_check,3238255115,node,osm,2023-02-08T13:28:25.139167,
node_amenity_tag_check,3238255124,node,osm,2023-02-08T13:28:25.141528,
food_cuisine_check,3256869341,node,osm,2023-02-08T13:28:25.163009,
food_cuisine_check,3337848243,node,osm,2023-02-08T13:28:25.253849,
node_amenity_tag_check,3380805602,node,osm,2023-02-08T13:28:25.454464,
invalid_phone_number,3471053348,node,osm,2023-02-08T13:28:26.324544,+02027298860/61/62
food_cuisine_check,3476394414,node,osm,2023-02-08T13:28:26.408923,
food_cuisine_check,3495323617,node,osm,2023-02-08T13:28:26.502470,
node_amenity_tag_check,3498347015,node,osm,2023-02-08T13:28:26.532047,
node_amenity_tag_check,3498347068,node,osm,2023-02-08T13:28:26.546510,
food_cuisine_check,3506834646,node,osm,2023-02-08T13:28:26.591697,
food_cuisine_check,3533920293,node,osm,2023-02-08T13:28:27.837303,
food_cuisine_check,3637303226,node,osm,2023-02-08T13:28:28.625926,
node_amenity_tag_check,3642838573,node,osm,2023-02-08T13:29:20.205155,
food_cuisine_check,3642844986,node,osm,2023-02-08T13:29:20.206603,
food_cuisine_check,3647429522,node,osm,2023-02-08T13:31:31.359882,
food_cuisine_check,3657496166,node,osm,2023-02-08T13:32:56.764508,
food_cuisine_check,3657496176,node,osm,2023-02-08T13:32:56.768764,
food_cuisine_check,3657496181,node,osm,2023-02-08T13:32:56.770384,
food_cuisine_check,3657496183,node,osm,2023-02-08T13:32:56.771252,
food_cuisine_check,3657496187,node,osm,2023-02-08T13:32:56.773206,
food_cuisine_check,3657496192,node,osm,2023-02-08T13:32:56.775167,
food_cuisine_check,3657496201,node,osm,2023-02-08T13:32:56.779418,
food_cuisine_check,3698221295,node,osm,2023-02-08T13:33:14.043490,
food_cuisine_check,3699871343,node,osm,2023-02-08T13:33:14.053348,
food_cuisine_check,3699872138,node,osm,2023-02-08T13:33:14.054209,
food_cuisine_check,3710571735,node,osm,2023-02-08T13:33:14.136311,
node_amenity_tag_check,3721774616,node,osm,2023-02-08T13:33:14.255655,
food_cuisine_check,3721775105,node,osm,2023-02-08T13:33:14.257323,
food_cuisine_check,3730613377,node,osm,2023-02-08T13:33:14.602318,
food_cuisine_check,3736424925,node,osm,2023-02-08T13:33:14.958386,
food_cuisine_check,3788763375,node,osm,2023-02-08T13:33:15.569882,
food_cuisine_check,3816611692,node,osm,2023-02-08T13:33:15.696500,
food_cuisine_check,3824604285,node,osm,2023-02-08T13:33:15.705385,
food_cuisine_check,3837531766,node,osm,2023-02-08T13:33:15.743456,
node_amenity_tag_check,3837531779,node,osm,2023-02-08T13:33:15.747425,
node_amenity_tag_check,3837531781,node,osm,2023-02-08T13:33:15.748359,
food_cuisine_check,3842306304,node,osm,2023-02-08T13:33:16.191470,
food_cuisine_check,3973927417,node,osm,2023-02-08T13:33:16.805649,
node_amenity_tag_check,3991298814,node,osm,2023-02-08T13:33:17.085445,
node_amenity_tag_check,3997118332,node,osm,2023-02-08T13:33:17.150530,
node_amenity_tag_check,4067962005,node,gps,2023-02-08T13:33:17.266834,
node_amenity_tag_check,4129787590,node,osm,2023-02-08T13:33:17.289100,
node_amenity_tag_check,4165722691,node,osm,2023-02-08T13:33:17.296088,
node_amenity_tag_check,4165758692,node,osm,2023-02-08T13:33:17.296581,
node_amenity_tag_check,4231382989,node,osm,2023-02-08T13:33:17.337491,
food_cuisine_check,4235777629,node,osm,2023-02-08T13:33:17.338915,
food_cuisine_check,4287470750,node,osm,2023-02-08T13:33:17.367764,
food_cuisine_check,4293083390,node,osm,2023-02-08T13:33:17.371638,
node_amenity_tag_check,4306139891,node,osm,2023-02-08T13:33:17.661603,
node_amenity_tag_check,4307396592,node,osm,2023-02-08T13:33:17.663047,
node_amenity_tag_check,4321021597,node,osm,2023-02-08T13:33:17.723092,
food_cuisine_check,4328129592,node,osm,2023-02-08T13:33:17.727212,
food_cuisine_check,4351483520,node,osm,2023-02-08T13:33:20.133259,
node_amenity_tag_check,4367338789,node,osm,2023-02-08T13:33:20.160975,
node_amenity_tag_check,4394704708,node,osm,2023-02-08T13:33:20.162689,
node_amenity_tag_check,4452483933,node,osm,2023-02-08T13:33:21.197443,
food_cuisine_check,4452498840,node,osm,2023-02-08T13:33:21.201901,
node_amenity_tag_check,4469925498,node,osm,2023-02-08T13:33:21.477289,
food_cuisine_check,4469942507,node,osm,2023-02-08T13:33:21.502765,
node_amenity_tag_check,4469942508,node,osm,2023-02-08T13:33:21.503136,
food_cuisine_check,4469942508,node,osm,2023-02-08T13:33:21.503572,
food_cuisine_check,4469942515,node,osm,2023-02-08T13:33:21.505610,
node_amenity_tag_check,4469942516,node,osm,2023-02-08T13:33:21.505863,
food_cuisine_check,4519359991,node,osm,2023-02-08T13:33:21.777745,
node_amenity_tag_check,4520393592,node,osm,2023-02-08T13:33:21.779342,
node_amenity_tag_check,4524260189,node,osm,2023-02-08T13:33:22.207470,
node_amenity_tag_check,4546778691,node,osm,2023-02-08T13:33:22.211862,
food_cuisine_check,4559354190,node,osm,2023-02-08T13:33:22.224766,
node_amenity_tag_check,4576745891,node,osm,2023-02-08T13:33:22.341235,
food_cuisine_check,4583528602,node,osm,2023-02-08T13:33:22.366603,
food_cuisine_check,4583821521,node,osm,2023-02-08T13:33:22.367904,
food_cuisine_check,4616852474,node,osm,2023-02-08T13:33:22.437717,
node_amenity_tag_check,4634645592,node,osm,2023-02-08T13:33:22.510805,
node_amenity_tag_check,4639392890,node,osm,2023-02-08T13:33:22.698980,
node_amenity_tag_check,4678212190,node,osm,2023-02-08T13:33:23.431996,
food_cuisine_check,4678212192,node,osm,2023-02-08T13:33:23.433114,
food_cuisine_check,4678263490,node,osm,2023-02-08T13:33:23.434679,
node_amenity_tag_check,4717871941,node,osm,2023-02-08T13:33:27.186791,
node_amenity_tag_check,4753313921,node,osm,2023-02-08T13:33:27.510638,
node_amenity_tag_check,4753314140,node,osm,2023-02-08T13:33:27.511343,
food_cuisine_check,4770478521,node,osm,2023-02-08T13:33:27.536980,
food_cuisine_check,4785655918,node,osm,2023-02-08T13:33:27.552746,
node_amenity_tag_check,4816001722,node,osm,2023-02-08T13:33:27.570179,
food_cuisine_check,4857212126,node,osm,2023-02-08T13:33:27.602018,
node_amenity_tag_check,4859065632,node,osm,2023-02-08T13:33:27.608687,
food_cuisine_check,4938936477,node,osm,2023-02-08T13:33:28.316368,
node_amenity_tag_check,4972283357,node,osm,2023-02-08T13:33:28.319876,
node_amenity_tag_check,5001262593,node,osm,2023-02-08T13:33:28.328497,
node_amenity_tag_check,5001266249,node,osm,2023-02-08T13:33:28.329635,
food_cuisine_check,5031488748,node,osm,2023-02-08T13:33:28.365089,
food_cuisine_check,5057728323,node,osm,2023-02-08T13:33:28.495366,
node_amenity_tag_check,5104461624,node,osm,2023-02-08T13:33:28.514883,
node_amenity_tag_check,5153479121,node,osm,2023-02-08T13:33:28.565437,
node_amenity_tag_check,5209577621,node,osm,2023-02-08T13:33:28.928359,
node_amenity_tag_check,5237312324,node,osm,2023-02-08T13:33:29.195079,
food_cuisine_check,5237312521,node,osm,2023-02-08T13:33:29.196206,
node_amenity_tag_check,5237312522,node,osm,2023-02-08T13:33:29.196510,
invalid_phone_number,5253713305,node,osm,2023-02-08T13:33:29.615807,+91100
node_amenity_tag_check,5273217021,node,osm,2023-02-08T13:33:30.173304,
food_cuisine_check,5302827822,node,osm,2023-02-08T13:33:30.372718,
food_cuisine_check,5308182756,node,osm,2023-02-08T13:33:30.386294,
node_amenity_tag_check,5409654523,node,osm,2023-02-08T13:33:31.316396,
food_cuisine_check,5518826656,node,osm,2023-02-08T13:33:32.154491,
food_cuisine_check,5518831417,node,osm,2023-02-08T13:33:32.155810,
food_cuisine_check,5518833583,node,osm,2023-02-08T13:33:32.156916,
food_cuisine_check,5518859919,node,osm,2023-02-08T13:33:32.159648,
food_cuisine_check,5518860724,node,osm,2023-02-08T13:33:32.160309,
food_cuisine_check,5520669247,node,osm,2023-02-08T13:33:32.163473,
food_cuisine_check,5554773712,node,osm,2023-02-08T13:33:32.199418,
node_amenity_tag_check,5554773713,node,osm,2023-02-08T13:33:32.199833,
node_amenity_tag_check,5573156994,node,osm,2023-02-08T13:33:32.278244,
food_cuisine_check,5578784819,node,osm,2023-02-08T13:33:32.328260,
food_cuisine_check,5589969559,node,osm,2023-02-08T13:33:32.341579,
node_amenity_tag_check,5589972229,node,osm,2023-02-08T13:33:32.341971,
node_amenity_tag_check,5600220865,node,osm,2023-02-08T13:33:32.351584,
node_amenity_tag_check,5600220873,node,osm,2023-02-08T13:33:32.355219,
node_amenity_tag_check,5600220874,node,osm,2023-02-08T13:33:32.356016,
food_cuisine_check,5609536370,node,osm,2023-02-08T13:33:32.424055,
node_amenity_tag_check,5730286723,node,osm,2023-02-08T13:33:32.766291,
node_amenity_tag_check,5771102643,node,osm,2023-02-08T13:33:32.808300,
node_amenity_tag_check,5773606797,node,osm,2023-02-08T13:33:32.815355,
food_cuisine_check,5773606803,node,osm,2023-02-08T13:33:32.817997,
food_cuisine_check,5784322705,node,osm,2023-02-08T13:33:32.944233,
food_cuisine_check,5784329121,node,osm,2023-02-08T13:33:32.945698,
node_amenity_tag_check,5792396153,node,osm,2023-02-08T13:33:32.952764,
invalid_phone_number,5796441172,node,osm,2023-02-08T13:33:32.973369,064006626
invalid_phone_number,5796441173,node,osm,2023-02-08T13:33:32.973950,064006626
invalid_phone_number,5803625322,node,osm,2023-02-08T13:33:33.050670,yes
node_amenity_tag_check,5807180245,node,osm,2023-02-08T13:33:33.082390,
food_cuisine_check,5807261098,node,osm,2023-02-08T13:33:33.099390,
food_cuisine_check,5807280625,node,osm,2023-02-08T13:33:33.100479,
food_cuisine_check,5810802107,node,osm,2023-02-08T13:33:33.192269,
food_cuisine_check,5810802108,node,osm,2023-02-08T13:33:33.192929,
food_cuisine_check,5815976636,node,osm,2023-02-08T13:33:33.206356,
food_cuisine_check,5832220015,node,osm,2023-02-08T13:33:33.522510,
food_cuisine_check,5832438786,node,osm,2023-02-08T13:33:33.528246,
node_amenity_tag_check,5832438802,node,osm,2023-02-08T13:33:33.533151,
food_cuisine_check,5832438806,node,osm,2023-02-08T13:33:33.534850,
food_cuisine_check,5832548489,node,osm,2023-02-08T13:33:33.550884,
food_cuisine_check,5832548498,node,osm,2023-02-08T13:33:33.554182,
food_cuisine_check,5832579348,node,osm,2023-02-08T13:33:33.556101,
food_cuisine_check,5839779122,node,osm,2023-02-08T13:33:33.634825,
food_cuisine_check,5839779135,node,osm,2023-02-08T13:33:33.652884,
food_cuisine_check,5839779136,node,osm,2023-02-08T13:33:33.653638,
node_amenity_tag_check,5839779142,node,osm,2023-02-08T13:33:33.663273,
food_cuisine_check,5846549316,node,osm,2023-02-08T13:33:33.698274,
food_cuisine_check,5846549319,node,osm,2023-02-08T13:33:33.699510,
food_cuisine_check,5861265894,node,osm,2023-02-08T13:33:34.517822,
food_cuisine_check,5921458580,node,osm,2023-02-08T13:33:34.657700,
node_amenity_tag_check,5921458585,node,osm,2023-02-08T13:33:34.659470,
node_amenity_tag_check,5921458586,node,osm,2023-02-08T13:33:34.660075,
node_amenity_tag_check,5921458587,node,osm,2023-02-08T13:33:34.660662,
node_amenity_tag_check,5921458588,node,osm,2023-02-08T13:33:34.661240,
food_cuisine_check,5969154918,node,osm,2023-02-08T13:33:35.161365,
food_cuisine_check,6007592757,node,osm,2023-02-08T13:33:35.553003,
food_cuisine_check,6007597836,node,osm,2023-02-08T13:33:35.553934,
food_cuisine_check,6010133418,node,osm,2023-02-08T13:33:35.555496,
node_amenity_tag_check,6038661664,node,osm,2023-02-08T13:33:35.905982,
invalid_phone_number,6072672424,node,osm,2023-02-08T13:33:35.994978,2066354444
node_amenity_tag_check,6083265786,node,osm,2023-02-08T13:33:36.000791,
node_amenity_tag_check,6083884585,node,osm,2023-02-08T13:33:36.001703,
food_cuisine_check,6111132430,node,osm,2023-02-08T13:33:37.241518,
food_cuisine_check,6111132432,node,osm,2023-02-08T13:33:37.242487,
food_cuisine_check,6111212666,node,osm,2023-02-08T13:33:37.250198,
node_amenity_tag_check,6111357578,node,osm,2023-02-08T13:33:37.255799,
node_amenity_tag_check,6113341868,node,osm,2023-02-08T13:33:37.260898,
node_amenity_tag_check,6113341872,node,osm,2023-02-08T13:33:37.262151,
node_amenity_tag_check,6113341873,node,osm,2023-02-08T13:33:37.262641,
food_cuisine_check,6113508078,node,osm,2023-02-08T13:33:37.289723,
food_cuisine_check,6113604700,node,osm,2023-02-08T13:33:37.304209,
food_cuisine_check,6113604714,node,osm,2023-02-08T13:33:37.308320,
food_cuisine_check,6113753517,node,osm,2023-02-08T13:33:37.310786,
invalid_phone_number,6113753528,node,osm,2023-02-08T13:33:37.313901,+9118601207777
food_cuisine_check,6113753529,node,osm,2023-02-08T13:33:37.315092,
food_cuisine_check,6113753531,node,osm,2023-02-08T13:33:37.330889,
invalid_phone_number,6113753534,node,osm,2023-02-08T13:33:37.333279,+9109552895000
invalid_phone_number,6113753535,node,osm,2023-02-08T13:33:37.342992,+9108806577377
food_cuisine_check,6113753541,node,osm,2023-02-08T13:33:37.344529,
node_amenity_tag_check,6116153819,node,osm,2023-02-08T13:33:37.348730,
food_cuisine_check,6116153820,node,osm,2023-02-08T13:33:37.349866,
food_cuisine_check,6116153821,node,osm,2023-02-08T13:33:37.350596,
food_cuisine_check,6116153823,node,osm,2023-02-08T13:33:37.351786,
node_amenity_tag_check,6116153827,node,osm,2023-02-08T13:33:37.353435,
food_cuisine_check,6116153828,node,osm,2023-02-08T13:33:37.354466,
food_cuisine_check,6116153829,node,osm,2023-02-08T13:33:37.355104,
food_cuisine_check,6116153830,node,osm,2023-02-08T13:33:37.355762,
food_cuisine_check,6116153831,node,osm,2023-02-08T13:33:37.356393,
food_cuisine_check,6116153847,node,osm,2023-02-08T13:33:37.361829,
food_cuisine_check,6116290216,node,osm,2023-02-08T13:33:37.377236,
food_cuisine_check,6116290219,node,osm,2023-02-08T13:33:37.378745,
food_cuisine_check,6116290220,node,osm,2023-02-08T13:33:37.379401,
food_cuisine_check,6128594954,node,osm,2023-02-08T13:33:37.418550,
node_amenity_tag_check,6128594983,node,osm,2023-02-08T13:33:37.425498,
node_amenity_tag_check,6128598685,node,osm,2023-02-08T13:33:37.426340,
food_cuisine_check,6130921997,node,osm,2023-02-08T13:33:37.444609,
food_cuisine_check,6130921999,node,osm,2023-02-08T13:33:37.445658,
food_cuisine_check,6130922001,node,osm,2023-02-08T13:33:37.446565,
food_cuisine_check,6130922002,node,osm,2023-02-08T13:33:37.447151,
food_cuisine_check,6131097700,node,osm,2023-02-08T13:33:37.457259,
invalid_phone_number,6131097713,node,osm,2023-02-08T13:33:37.461283,+9125883398
invalid_phone_number,6131097713,node,osm,2023-02-08T13:33:37.461283,+9125883398
food_cuisine_check,6135560586,node,osm,2023-02-08T13:33:37.469349,
food_cuisine_check,6135560589,node,osm,2023-02-08T13:33:37.470564,
food_cuisine_check,6135560596,node,osm,2023-02-08T13:33:37.472676,
node_amenity_tag_check,6145441619,node,osm,2023-02-08T13:33:37.474649,
food_cuisine_check,6145441620,node,osm,2023-02-08T13:33:37.475371,
food_cuisine_check,6145662564,node,osm,2023-02-08T13:33:37.489665,
node_amenity_tag_check,6168664137,node,osm,2023-02-08T13:33:37.535139,
food_cuisine_check,6168664160,node,osm,2023-02-08T13:33:37.541722,
node_amenity_tag_check,6184440847,node,osm,2023-02-08T13:33:37.588287,
node_amenity_tag_check,6184440848,node,osm,2023-02-08T13:33:37.588774,
node_amenity_tag_check,6184440849,node,osm,2023-02-08T13:33:37.589226,
node_amenity_tag_check,6186406664,node,osm,2023-02-08T13:33:37.604483,
food_cuisine_check,6186406666,node,osm,2023-02-08T13:33:37.605561,
food_cuisine_check,6186406667,node,osm,2023-02-08T13:33:37.606053,
food_cuisine_check,6186406680,node,osm,2023-02-08T13:33:37.610206,
food_cuisine_check,6201762552,node,osm,2023-02-08T13:33:37.660423,
food_cuisine_check,6201856567,node,osm,2023-02-08T13:33:37.665896,
food_cuisine_check,6201856570,node,osm,2023-02-08T13:33:37.667012,
food_cuisine_check,6201856578,node,osm,2023-02-08T13:33:37.669554,
food_cuisine_check,6226505409,node,osm,2023-02-08T13:33:37.805583,
food_cuisine_check,6228875585,node,osm,2023-02-08T13:33:37.806819,
